train_data/jzy/jzy_lm_14.jpg,2
train_data/lcy/lcy_lm_408.jpg,3
train_data/jzy/jzy_tr_187.jpg,2
train_data/daj/daj_lm_205.jpg,0
train_data/hjj/hjj_tr_106.jpg,1
train_data/jzy/jzy_9.jpg,2
train_data/wyj/wyj_tr_22.jpg,5
train_data/daj/daj_tr_111.jpg,0
train_data/jzy/jzy_lm_178.jpg,2
train_data/wyj/wyj_lm_156.jpg,5
train_data/hjj/hjj_212.jpg,1
train_data/jzy/jzy_lm_117.jpg,2
train_data/wyj/wyj_117.jpg,5
train_data/wyj/wyj_lm_47.jpg,5
train_data/hjj/hjj_166.jpg,1
train_data/lcy/lcy_tr_132.jpg,3
train_data/hjj/hjj_tr_143.jpg,1
train_data/lcy/lcy_tr_35.jpg,3
train_data/wyj/wyj_tr_161.jpg,5
train_data/jzy/jzy_lm_156.jpg,2
train_data/hjj/hjj_tr_148.jpg,1
train_data/daj/daj_tr_214.jpg,0
train_data/ljq/ljq_tr_21.jpg,4
train_data/lcy/lcy_lm_86.jpg,3
train_data/jzy/jzy_lm_91.jpg,2
train_data/daj/daj_tr_100.jpg,0
train_data/ljq/ljq_174.jpg,4
train_data/jzy/jzy_tr_132.jpg,2
train_data/lcy/lcy_lm_411.jpg,3
train_data/lcy/lcy_lm_251.jpg,3
train_data/wyj/wyj_tr_25.jpg,5
train_data/lcy/lcy_tr_206.jpg,3
train_data/ljq/ljq_lm_148.jpg,4
train_data/lcy/lcy_lm_115.jpg,3
train_data/daj/daj_131.jpg,0
train_data/hjj/hjj_99.jpg,1
train_data/lcy/lcy_tr_183.jpg,3
train_data/wyj/wyj_lm_76.jpg,5
train_data/ljq/ljq_lm_111.jpg,4
train_data/hjj/hjj_tr_151.jpg,1
train_data/lcy/lcy_165.jpg,3
train_data/ljq/ljq_lm_53.jpg,4
train_data/lcy/lcy_tr_44.jpg,3
train_data/lcy/lcy_lm_191.jpg,3
train_data/lcy/lcy_180.jpg,3
train_data/jzy/jzy_tr_129.jpg,2
train_data/daj/daj_41.jpg,0
train_data/jzy/jzy_118.jpg,2
train_data/hjj/hjj_tr_191.jpg,1
train_data/lcy/lcy_lm_151.jpg,3
train_data/jzy/jzy_lm_167.jpg,2
train_data/wyj/wyj_tr_50.jpg,5
train_data/lcy/lcy_tr_100.jpg,3
train_data/wyj/wyj_lm_121.jpg,5
train_data/hjj/hjj_213.jpg,1
train_data/hjj/hjj_109.jpg,1
train_data/hjj/hjj_168.jpg,1
train_data/ljq/ljq_tr_27.jpg,4
train_data/jzy/jzy_lm_174.jpg,2
train_data/jzy/jzy_68.jpg,2
train_data/wyj/wyj_tr_134.jpg,5
train_data/jzy/jzy_49.jpg,2
train_data/hjj/hjj_lm_126.jpg,1
train_data/wyj/wyj_210.jpg,5
train_data/jzy/jzy_158.jpg,2
train_data/wyj/wyj_207.jpg,5
train_data/jzy/jzy_167.jpg,2
train_data/daj/daj_lm_81.jpg,0
train_data/jzy/jzy_lm_7.jpg,2
train_data/lcy/lcy_tr_221.jpg,3
train_data/wyj/wyj_tr_82.jpg,5
train_data/daj/daj_tr_106.jpg,0
train_data/lcy/lcy_lm_9.jpg,3
train_data/lcy/lcy_tr_88.jpg,3
train_data/hjj/hjj_tr_137.jpg,1
train_data/jzy/jzy_lm_23.jpg,2
train_data/daj/daj_lm_114.jpg,0
train_data/daj/daj_181.jpg,0
train_data/hjj/hjj_198.jpg,1
train_data/lcy/lcy_tr_1.jpg,3
train_data/lcy/lcy_tr_287.jpg,3
train_data/hjj/hjj_lm_187.jpg,1
train_data/lcy/lcy_lm_206.jpg,3
train_data/daj/daj_lm_83.jpg,0
train_data/daj/daj_189.jpg,0
train_data/wyj/wyj_lm_18.jpg,5
train_data/hjj/hjj_lm_137.jpg,1
train_data/jzy/jzy_171.jpg,2
train_data/wyj/wyj_lm_2.jpg,5
train_data/jzy/jzy_tr_89.jpg,2
train_data/lcy/lcy_lm_61.jpg,3
train_data/jzy/jzy_lm_109.jpg,2
train_data/wyj/wyj_tr_59.jpg,5
train_data/lcy/lcy_lm_250.jpg,3
train_data/lcy/lcy_lm_216.jpg,3
train_data/lcy/lcy_76.jpg,3
train_data/ljq/ljq_tr_185.jpg,4
train_data/wyj/wyj_lm_10.jpg,5
train_data/lcy/lcy_tr_279.jpg,3
train_data/jzy/jzy_15.jpg,2
train_data/lcy/lcy_tr_381.jpg,3
train_data/wyj/wyj_lm_191.jpg,5
train_data/lcy/lcy_94.jpg,3
train_data/lcy/lcy_lm_266.jpg,3
train_data/hjj/hjj_108.jpg,1
train_data/jzy/jzy_tr_149.jpg,2
train_data/hjj/hjj_lm_92.jpg,1
train_data/hjj/hjj_tr_174.jpg,1
train_data/ljq/ljq_164.jpg,4
train_data/ljq/ljq_lm_204.jpg,4
train_data/daj/daj_tr_125.jpg,0
train_data/wyj/wyj_tr_41.jpg,5
train_data/wyj/wyj_lm_57.jpg,5
train_data/jzy/jzy_72.jpg,2
train_data/jzy/jzy_tr_20.jpg,2
train_data/lcy/lcy_214.jpg,3
train_data/daj/daj_169.jpg,0
train_data/hjj/hjj_tr_123.jpg,1
train_data/jzy/jzy_92.jpg,2
train_data/jzy/jzy_145.jpg,2
train_data/wyj/wyj_98.jpg,5
train_data/jzy/jzy_lm_204.jpg,2
train_data/lcy/lcy_tr_383.jpg,3
train_data/daj/daj_24.jpg,0
train_data/hjj/hjj_82.jpg,1
train_data/wyj/wyj_lm_136.jpg,5
train_data/daj/daj_141.jpg,0
